Solution Name|Instance System Name|Instance Solution Name|Instance Name
aviva uk:origo (webseal) prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|UKLMSG_PRD_EX_#WBSLP01
aviva uk:origo (webseal) prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|UKLMSG_PRD_EX_#WBSLP02
aviva uk:origo (webseal) prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|UKLMSG_PRD_EX_#WBSLP03
aviva uk:origo (webseal) prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|UKLMSG_PRD_EX_#WBSLP04
aviva uk:origo (webseal) sit hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|UKLMSG_SIT_EX_#C121
aviva uk:origo (webseal) sit hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLMSG_SIT_EX_#C235
aviva uk:origo (webseal) tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|UKLMSG_SYS_EX_#C121
aviva uk:origo (webseal) tst hpb|uknwsavhp236.via.novonet|tivoli access manager - webseal|UKLMSG_SYS_EX_#C236
aviva uk:origo (webseal) tst hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLMSG_SYS_EX_#W235
aviva uk:origo (webseal) uat hps|wbslu02.via.novonet|tivoli access manager - webseal|UKLMSG_UAT_EX_#WBSLU02
aviva uk:netquotes pre hpb|ukncsaviv226.via.novonet|websphere as instance|UKLNET_DEV_WAS_C1_S1
aviva uk:netquotes pre hpb|uknwsaviv120.via.novonet|websphere as instance|UKLNET_PP_WAS_C1_S1
aviva uk:netquotes pre hpb|ukncsaviv120.via.novonet|websphere as instance|UKLNET_PP_WAS_C1_S2
aviva uk:netquotes pre hpb|ukncsaviv119.via.novonet|websphere as instance|UKLNET_PP_WAS_HTTP1
aviva uk:netquotes pre hpb|ukncsaviv119.via.novonet|websphere http server instance|UKLNET_PP_WAS_HTTP2
aviva uk:isis netquotes prd hpg|uknwsaviv239.via.novonet|websphere as instance|UKLNTQ_PP_WAS1_C1_S2
aviva uk:isis netquotes pre hpg|uknwsaviv239.via.novonet|websphere as instance|UKLNTQ_PP_WAS1_C1_S2
aviva uk:isis netquotes pre hpg|uknwsaviv169.via.novonet|websphere http server instance|UKLNTQ_PP_WAS1_HTTP1
aviva uk:isis netquotes pre hpg|uknwsaviv170.via.novonet|websphere http server instance|UKLNTQ_PP_WAS1_HTTP2
aviva uk:isis netquotes prd hpg|ukncsaviv239.via.novonet|websphere as instance|UKLNTQ_PP_WAS2_C1_S1
aviva uk:isis netquotes pre hpg|ukncsaviv239.via.novonet|websphere as instance|UKLNTQ_PP_WAS2_C1_S1
aviva uk:isis netquotes prd hpg|ukncsaviv240.via.novonet|websphere as instance|UKLNTQ_PP_WAS2_C1_S2
aviva uk:isis netquotes pre hpg|ukncsaviv240.via.novonet|websphere as instance|UKLNTQ_PP_WAS2_C1_S2
aviva uk:isis netquotes pre hpg|ukncsaviv169.via.novonet|websphere http server instance|UKLNTQ_PP_WAS2_HTTP1
aviva uk:isis netquotes pre hpg|ukncsaviv170.via.novonet|websphere http server instance|UKLNTQ_PP_WAS2_HTTP2
aviva uk:prosper b2b life - rbsg tst hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLP3A_SYS_EX_#W235
aviva uk:prosper b2b life - rbsg tst hps|ukncsaviv123.via.novonet|websphere portal|UKLP3A_SYS_WP-DMGR
aviva uk:prosper b2b life - rbsg tst hps|ukncsaviv123.via.novonet|websphere portal|UKLP3A_SYS_WP_POR_C1_S1
aviva uk:prosper b2b life - rbsg tst hps|ukncsaviv123.via.novonet|websphere portal|UKLP3A_SYS_WP_PSE_C1_S1
aviva uk:prosper b2b life - rbsg tst hps|ukncsaviv123.via.novonet|websphere portal|UKLP3A_SYS_WP_WAS_C1_S1
aviva uk:prosper b2b life - rbsg tst hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLP3B_SYS_EX_#W235
aviva uk:prosper b2b life - rbsg tst hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLP3C_SYS_EX_#W235
aviva uk:pension & annuity esb (ukl) prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPEN_LIVE_ESB1-DMGR
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv188.via.novonet|websphere esb|UKLPEN_LIVE_ESB1_APP_C1.UKLPEN_LIVE_ESB1_N1.0
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv189.via.novonet|websphere esb|UKLPEN_LIVE_ESB1_APP_C1.UKLPEN_LIVE_ESB1_N2.0
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv184.via.novonet|websphere http server instance|UKLPEN_LIVE_ESB1_HTTP1
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv185.via.novonet|websphere http server instance|UKLPEN_LIVE_ESB1_HTTP2
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv188.via.novonet|websphere esb|UKLPEN_LIVE_ESB1_ME_C1.UKLPEN_LIVE_ESB1_N1.0
aviva uk:pension & annuity esb (ukl) prd hpg|uknwsaviv189.via.novonet|websphere esb|UKLPEN_LIVE_ESB1_ME_C1.UKLPEN_LIVE_ESB1_N2.0
aviva uk:pension & annuity esb (ukl) prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPEN_LIVE_ESB2-DMGR
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv188.via.novonet|websphere esb|UKLPEN_LIVE_ESB2_APP_C1.UKLPEN_LIVE_ESB2_N1.0
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv189.via.novonet|websphere esb|UKLPEN_LIVE_ESB2_APP_C1.UKLPEN_LIVE_ESB2_N2.0
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv184.via.novonet|websphere http server instance|UKLPEN_LIVE_ESB2_HTTP1
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv185.via.novonet|websphere http server instance|UKLPEN_LIVE_ESB2_HTTP2
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv188.via.novonet|websphere esb|UKLPEN_LIVE_ESB2_ME_C1.UKLPEN_LIVE_ESB2_N1.0
aviva uk:pension & annuity esb (ukl) prd hpg|ukncsaviv189.via.novonet|websphere esb|UKLPEN_LIVE_ESB2_ME_C1.UKLPEN_LIVE_ESB2_N2.0
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPEN_LIVE_WPS-DMGR
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_BPC_C1.UKLPEN_LIVE_WPS_N1.0
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_BPC_C1.UKLPEN_LIVE_WPS_N2.0
aviva uk:pension & annuity wps (ukl) prd hpg|uknwsaviv186.via.novonet|websphere http server instance|UKLPEN_LIVE_WPS_HTTP1
aviva uk:pension & annuity wps (ukl) prd hpg|uknwsaviv187.via.novonet|websphere http server instance|UKLPEN_LIVE_WPS_HTTP2
aviva uk:pension & annuity wps (ukl) prd hpg|ukncsaviv186.via.novonet|websphere http server instance|UKLPEN_LIVE_WPS_HTTP3
aviva uk:pension & annuity wps (ukl) prd hpg|ukncsaviv187.via.novonet|websphere http server instance|UKLPEN_LIVE_WPS_HTTP4
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_ME_C1.UKLPEN_LIVE_WPS_N1.0
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_ME_C1.UKLPEN_LIVE_WPS_N2.0
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_SUP_C1.UKLPEN_LIVE_WPS_N1.0
aviva uk:pension & annuity wps (ukl) prd hpg|ukhacn29 cluster.via.novonet|websphere process server|UKLPEN_LIVE_WPS_SUP_C1.UKLPEN_LIVE_WPS_N2.0
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv166.via.novonet|websphere esb|UKLPEN_PP_ESB1_APP_C1.UKLPEN_PP_ESB1_N1.0
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv167.via.novonet|websphere esb|UKLPEN_PP_ESB1_APP_C1.UKLPEN_PP_ESB1_N2.0
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv169.via.novonet|websphere http server instance|UKLPEN_PP_ESB1_HTTP1
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv171.via.novonet|websphere http server instance|UKLPEN_PP_ESB1_HTTP2
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv166.via.novonet|websphere esb|UKLPEN_PP_ESB1_ME_C1.UKLPEN_PP_ESB1_N1.0
aviva uk:pension & annuity esb (ukl) pre hps|uknwsaviv166.via.novonet|websphere esb|UKLPEN_PP_ESB1_ME_C1.UKLPEN_PP_ESB1_N2.0
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv166.via.novonet|websphere esb|UKLPEN_PP_ESB2_APP_C1.UKLPEN_PP_ESB2_N1.0
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv167.via.novonet|websphere esb|UKLPEN_PP_ESB2_APP_C1.UKLPEN_PP_ESB2_N2.0
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv169.via.novonet|websphere http server instance|UKLPEN_PP_ESB2_HTTP1
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv170.via.novonet|websphere http server instance|UKLPEN_PP_ESB2_HTTP2
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv166.via.novonet|websphere esb|UKLPEN_PP_ESB2_ME_C1.UKLPEN_PP_ESB2_N1.0
aviva uk:pension & annuity esb (ukl) pre hps|ukncsaviv167.via.novonet|websphere esb|UKLPEN_PP_ESB2_ME_C1.UKLPEN_PP_ESB2_N2.0
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix322.via.novonet|websphere as instance|UKLPEN_PP_PSR701-DMGR
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix329.via.novonet|websphere as instance|UKLPEN_PP_PSR701_APP_C1_S1
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix330.via.novonet|websphere as instance|UKLPEN_PP_PSR701_APP_C1_S2
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix323.via.novonet|websphere as instance|UKLPEN_PP_PSR701_HTTP1
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix324.via.novonet|websphere as instance|UKLPEN_PP_PSR701_HTTP2
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix329.via.novonet|websphere as instance|UKLPEN_PP_PSR701_ME_C1_S1
aviva uk:pension & annuity esb (ukl) pre hpb|uknwsavix330.via.novonet|websphere as instance|UKLPEN_PP_PSR701_ME_C1_S2
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix313.via.novonet|websphere as instance|UKLPEN_PP_PSR702-DMGR
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix320.via.novonet|websphere as instance|UKLPEN_PP_PSR702_APP_C1_S1
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix321.via.novonet|websphere as instance|UKLPEN_PP_PSR702_APP_C1_S2
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix314.via.novonet|websphere as instance|UKLPEN_PP_PSR702_HTTP1
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix315.via.novonet|websphere as instance|UKLPEN_PP_PSR702_HTTP2
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix320.via.novonet|websphere as instance|UKLPEN_PP_PSR702_ME_C1_S1
aviva uk:pension & annuity esb (ukl) pre hpb|ukncsavix321.via.novonet|websphere as instance|UKLPEN_PP_PSR702_ME_C1_S2
aviva uk:pension & annuity wps (ukl) pre hpg|uknwsaviv171.via.novonet|websphere http server instance|UKLPEN_PP_WPS_HTTP1
aviva uk:pension & annuity wps (ukl) pre hpg|uknwsaviv172.via.novonet|websphere http server instance|UKLPEN_PP_WPS_HTTP2
aviva uk:pension & annuity wps (ukl) pre hpg|ukncsaviv171.via.novonet|websphere http server instance|UKLPEN_PP_WPS_HTTP3
aviva uk:pension & annuity wps (ukl) pre hpg|ukncsaviv172.via.novonet|websphere http server instance|UKLPEN_PP_WPS_HTTP4
aviva uk:pension & annuity esb (ukl) prv hpb|uknwsavix321.via.novonet|websphere as instance|UKLPEN_PVW2_PSR701-DMGR
aviva uk:pension & annuity esb (ukl) prv hpb|uknwsavix321.via.novonet|websphere as instance|UKLPEN_PVW2_PSR701_APP_C1_S1
aviva uk:pension & annuity esb (ukl) prv hpb|uknwsavix321.via.novonet|websphere http server instance|UKLPEN_PVW2_PSR701_HTTP1
aviva uk:pension & annuity esb (ukl) prv hpb|uknwsavix321.via.novonet|websphere as instance|UKLPEN_PVW2_PSR701_ME_C1_S1
aviva uk:pension & annuity esb (ukl) uat hps|ukncsaviv112.via.novonet|websphere esb|UKLPEN_SIT_ESB_APP_C1.UKLPEN_SIT_ESB_N1.0
aviva uk:pension & annuity esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere esb|UKLPEN_UAT_ESB_APP_C1.UKLPEN_UAT_ESB_N1.0
aviva uk:prosper b2b life - barclays prd hpg|uknwsaviv182.via.novonet|websphere http server instance|UKLPP2_LIVE_WCM_HTTP1
aviva uk:prosper b2b life - barclays prd hpg|uknwsaviv183.via.novonet|websphere http server instance|UKLPP2_LIVE_WCM_HTTP2
aviva uk:prosper b2b life - barclays prd hpg|uknwsaviv190.via.novonet|websphere portal|UKLPP2_LIVE_WCM_POR_C1_S1
aviva uk:prosper b2b life - barclays prd hpg|uknwsaviv191.via.novonet|websphere portal|UKLPP2_LIVE_WCM_POR_C1_S2
aviva uk:prosper life - barclays prd hpg|uknwsaviv190.via.novonet|websphere portal|UKLPP2_LIVE_WP1_POR_C1_S1
aviva uk:prosper life - barclays prd hpg|uknwsaviv191.via.novonet|websphere portal|UKLPP2_LIVE_WP1_POR_C1_S2
aviva uk:prosper life - barclays prd hpg|uknwsaviv190.via.novonet|websphere as instance|UKLPP2_LIVE_WP1_PSE_C1_S1
aviva uk:prosper life - barclays prd hpg|uknwsaviv191.via.novonet|websphere as instance|UKLPP2_LIVE_WP1_PSE_C2_S1
aviva uk:prosper life - barclays prd hpg|uknwsaviv190.via.novonet|websphere as instance|UKLPP2_LIVE_WP1_WAS_C1_S1
aviva uk:prosper life - barclays prd hpg|uknwsaviv191.via.novonet|websphere as instance|UKLPP2_LIVE_WP1_WAS_C1_S2
aviva uk:prosper life - barclays prd hpg|ukncsaviv190.via.novonet|websphere portal|UKLPP2_LIVE_WP2_POR_C1_S1
aviva uk:prosper life - barclays prd hpg|ukncsaviv191.via.novonet|websphere portal|UKLPP2_LIVE_WP2_POR_C1_S2
aviva uk:prosper life - barclays prd hpg|ukncsaviv190.via.novonet|websphere as instance|UKLPP2_LIVE_WP2_PSE_C1_S1
aviva uk:prosper life - barclays prd hpg|ukncsaviv191.via.novonet|websphere as instance|UKLPP2_LIVE_WP2_PSE_C2_S1
aviva uk:prosper life - barclays prd hpg|ukncsaviv190.via.novonet|websphere as instance|UKLPP2_LIVE_WP2_WAS_C1_S1
aviva uk:prosper life - barclays prd hpg|ukncsaviv191.via.novonet|websphere as instance|UKLPP2_LIVE_WP2_WAS_C1_S2
aviva uk:prosper b2b life - barclays prd hpg|ukncsaviv182.via.novonet|websphere http server instance|UKLPP2_LIVE_WPP_HTTP1
aviva uk:prosper b2b life - barclays prd hpg|ukncsaviv183.via.novonet|websphere http server instance|UKLPP2_LIVE_WPP_HTTP2
aviva uk:prosper b2b life - barclays prv hpg|ukncsaviv190.via.novonet|websphere portal|UKLPP2_LIVE_WPP_POR_C1_S1
aviva uk:prosper b2b life - barclays prv hpg|ukncsaviv191.via.novonet|websphere portal|UKLPP2_LIVE_WPP_POR_C1_S2
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv162.via.novonet|websphere portal|UKLPP2_PP_WP1_POR_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv163.via.novonet|websphere portal|UKLPP2_PP_WP1_POR_C1_S2
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP1_PSE_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP1_PSE_C2_S1
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP1_WAS_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|uknwsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP1_WAS_C1_S2
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv162.via.novonet|websphere portal|UKLPP2_PP_WP2_POR_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv163.via.novonet|websphere portal|UKLPP2_PP_WP2_POR_C1_S2
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv162.via.novonet|websphere as instance|UKLPP2_PP_WP2_PSE_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP2_PSE_C2_S1
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv162.via.novonet|websphere as instance|UKLPP2_PP_WP2_WAS_C1_S1
aviva uk:prosper b2b life - barclays pre hpg|ukncsaviv163.via.novonet|websphere as instance|UKLPP2_PP_WP2_WAS_C1_S2
aviva uk:prosper b2b life - barclays prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|UKLPP2_PVW2_PVW_EX_#WBSLP01
aviva uk:prosper b2b life - barclays prv hpg|wbslp02.via.novonet|tivoli access manager - webseal|UKLPP2_PVW2_PVW_EX_#WBSLP02
aviva uk:prosper b2b life - barclays prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|UKLPP2_PVW2_PVW_EX_#WBSLP03
aviva uk:prosper b2b life - barclays prv hpg|wbslp04.via.novonet|tivoli access manager - webseal|UKLPP2_PVW2_PVW_EX_#WBSLP04
aviva uk:prosper b2b life - barclays prv hpg|uknwsavix252.via.novonet|websphere http server instance|UKLPP2_PVW2_WP_HTTP1
aviva uk:prosper b2b life - barclays tst hpb|uknwsavhp235.via.novonet|tivoli access manager - webseal|UKLPP2_SYS_EX_#W235
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv182.via.novonet|websphere http server instance|UKLPP3_LIVE_WCM_HTTP1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv183.via.novonet|websphere http server instance|UKLPP3_LIVE_WCM_HTTP2
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv220.via.novonet|websphere portal|UKLPP3_LIVE_WCM_POR_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv221.via.novonet|websphere portal|UKLPP3_LIVE_WCM_POR_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv220.via.novonet|websphere portal|UKLPP3_LIVE_WP1_POR_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv221.via.novonet|websphere portal|UKLPP3_LIVE_WP1_POR_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv220.via.novonet|websphere as instance|UKLPP3_LIVE_WP1_PSE_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WP1_PSE_C2_S1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv220.via.novonet|websphere as instance|UKLPP3_LIVE_WP1_WAS_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|uknwsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WP1_WAS_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere portal|UKLPP3_LIVE_WP2_POR_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv220.via.novonet|websphere as instance|UKLPP3_LIVE_WP2_PSE_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WP2_PSE_C2_S1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WP2_WAS_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv182.via.novonet|websphere http server instance|UKLPP3_LIVE_WPP_HTTP1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv183.via.novonet|websphere http server instance|UKLPP3_LIVE_WPP_HTTP2
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere portal|UKLPP3_LIVE_WPP_POR_C1_S2
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv220.via.novonet|websphere as instance|UKLPP3_LIVE_WPP_PSE_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WPP_PSE_C2_S1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv220.via.novonet|websphere as instance|UKLPP3_LIVE_WPP_WAS_C1_S1
aviva uk:prosper b2b life - rbsg prd hpg|ukncsaviv221.via.novonet|websphere as instance|UKLPP3_LIVE_WPP_WAS_C1_S2
aviva uk:prosper b2b life - rbsg pre hps|uknwsaviv318.via.novonet|websphere as instance|UKLPP3_PP_WP1_POR_C1_S1
aviva uk:prosper b2b life - rbsg pre hps|uknwsaviv318.via.novonet|websphere as instance|UKLPP3_PP_WP1_PSE_C1_S1
aviva uk:prosper b2b life - rbsg pre hps|uknwsaviv341.via.novonet|websphere as instance|UKLPP3_PP_WP1_PSE_C2_S1
aviva uk:prosper b2b life - rbsg pre hps|uknwsaviv318.via.novonet|websphere as instance|UKLPP3_PP_WP1_WAS_C1_S1
aviva uk:prosper b2b life - rbsg pre hps|ukncsaviv308.via.novonet|websphere as instance|UKLPP3_PP_WP2_PSE_C1_S1
aviva uk:prosper b2b life - rbsg pre hps|ukncsaviv323.via.novonet|websphere as instance|UKLPP3_PP_WP2_PSE_C2_S1
aviva uk:prosper b2b life - rbsg pre hps|ukncsaviv308.via.novonet|websphere as instance|UKLPP3_PP_WP2_WAS_C1_S1
aviva uk:prosper b2b life - rbsg pre hps|ukncsaviv323.via.novonet|websphere as instance|UKLPP3_PP_WP2_WAS_C1_S2
aviva uk:prosper b2c life - tesco dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|UKLPP4_DEV_EX_#W121
aviva uk:prosper b2c life - tesco dev hps|uknwsavhp236.via.novonet|tivoli access manager - webseal|UKLPP4_DEV_EX_#W236
aviva uk:prosper b2c life - tesco prd hpg|uknwsaviv191.via.novonet|websphere portal|UKLPP4_LIVE_WP1_PSE_C1_S2
aviva uk:prosper b2c life - tesco prd hpg|ukncsaviv191.via.novonet|websphere portal|UKLPP4_LIVE_WP2_PSE_C1_S2
aviva uk:prosper b2c life - tesco pre hpg|uknwsaviv163.via.novonet|websphere portal|UKLPP4_PP_WP1_PSE_C1_S2
aviva uk:prosper b2c life - tesco pre hpg|ukncsaviv163.via.novonet|websphere portal|UKLPP4_PP_WP2_PSE_C1_S2
aviva uk:prosper b2c life - tesco prd hpg|uknwsavhp232.via.novonet|tivoli access manager - webseal|UKLPP4_PRD_EX_#W232
aviva uk:prosper b2c life - tesco tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|UKLPP4_SYS_EX_#C121
aviva uk:prosper b2c life - tesco tst hps|ukncsavhp236.via.novonet|tivoli access manager - webseal|UKLPP4_SYS_EX_#C236
aviva uk:prosper b2c life - tesco uat hps|uknwsavhp237.via.novonet|tivoli access manager - webseal|UKLPP4_UAT_EX_#W237
aviva uk:prosper b2c life - tesco prd hpg|wbslu02.via.novonet|tivoli access manager - webseal|UKLPP4_UAT_EX_#WBSLU02
aviva uk:prosper b2b life - santander dev hps|uknwsaviv200.via.novonet|websphere portal|UKLPP_DEV1_WCM-DMGR
aviva uk:prosper b2b life - santander dev hps|uknwsaviv200.via.novonet|websphere portal|UKLPP_DEV1_WCM_HTTP1
aviva uk:prosper b2b life - santander dev hps|uknwsaviv200.via.novonet|websphere portal|UKLPP_DEV1_WCM_POR_C1_S1
aviva uk:prosper b2b life - santander dev hpb|uknwsavhp236.via.novonet|tivoli access manager - webseal|UKLPP_DEV_EX_#W236
aviva uk:prosper b2b life - santander prv hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPP_LIVE_WCM-DMGR
aviva uk:prosper b2b life - santander prd hpg|uknwsaviv190.via.novonet|websphere portal|UKLPP_LIVE_WCM_POR_C1_S1
aviva uk:prosper b2b life - santander prd hpg|uknwsaviv191.via.novonet|websphere portal|UKLPP_LIVE_WCM_POR_C1_S2
aviva uk:prosper b2b life - santander prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPP_LIVE_WP1-DMGR
aviva uk:prosper life - barclays prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|UKLPP_LIVE_WP1-DMGR
aviva uk:prosper b2b life - santander prd hpg|wbihsp02.via.novonet|websphere http server instance|UKLPP_LIVE_WP1_HTTP1
aviva uk:prosper life - barclays prd hpg|wbihsp02.via.novonet|websphere http server instance|UKLPP_LIVE_WP1_HTTP1
aviva uk:prosper b2b life - santander prd hpg|wbihsp04.via.novonet|websphere http server instance|UKLPP_LIVE_WP1_HTTP2
